Dates,Power Station,Monitored Cap.(MW),Total Cap. Under Maintenace (MW),Planned Maintanence (MW),Forced Maintanence(MW),Other Reasons (MW),Programme or Expected(MU),Actual(MU),Excess(+) / Shortfall (-),Deviation
2017-09-01,Delhi,2235.4,135,0,135,0,13,18,5,0
2017-09-01,Haryana,2720,2470,0,2470,0,28,7,-21.8,0
2017-09-01,Himachal Pradesh,3378,379,0,231,0,40,46,5.63,0
2017-09-01,Jammu and Kashmir,1285,150,0,0,0,14,23,9.43,0
2017-09-01,Punjab,3826.3,2697.65,77.65,2620,0,39,17,-21.69,0
2017-09-01,Rajasthan,6864.8,3283.5,1410,1505,0,83,69,-14.41,0
2017-09-01,Uttarakhand,1252.15,334,258,76,0,19,19,0.11,0
2017-09-01,Uttar Pradesh,6274.6,2505.6,377,2128.6,0,103,68,-35.29,0
2017-09-01,ADHPL,192,0,0,0,0,2,3,1.05,0
2017-09-01,AHPC (GVK),330,0,0,0,0,6,8,1.37,0
2017-09-01,APCPL,1500,500,0,500,0,15,14,-0.19,0
2017-09-01,APL,1320,660,0,660,0,22,12,-10.62,0
2017-09-01,BEPL,450,450,45,405,0,6,0,-6.7,0
2017-09-01,DAE,100,100,0,100,0,0,0,0,0
2017-09-01,E.P.P.L.,100,0,0,0,0,1,2,0.58,0
2017-09-01,GBHPPL,70,0,0,0,0,0,1,0.89,0
2017-09-01,GIPL,225,0,0,0,0,1,2,1.27,0
2017-09-01,GPGSL (GVK),540,270,0,270,0,4,5,1.01,0
2017-09-01,HBPCL,1300,0,0,0,0,22,33,10.98,0
2017-09-01,HSPCL,0,0,0,0,0,0,0,0,0
2017-09-01,IAEPL,24,0,0,0,0,0,0,0,0
2017-09-01,JhPL(HR),1320,0,0,0,0,12,18,6.93,0
2017-09-01,JPPVL,400,0,0,0,0,6,10,3.62,0
2017-09-01,LAPPL,1200,0,0,0,0,22,18,-4.13,0
2017-09-01,LPGCL,1980,660,0,660,0,22,18,-4.42,0
2017-09-01,MPCL,86,0,0,0,0,1,2,0.73,0
2017-09-01,MUNPL,0,0,0,0,0,0,0,0,0
2017-09-01,NDPL,108,108,0,0,0,0,0,0,0
2017-09-01,NHPC,4154.2,217,0,206,0,69,75,6.01,0
2017-09-01,NLC,250,125,0,125,0,4,2,-1.73,0
2017-09-01,NPCIL,1520,0,0,0,0,30,35,5.21,0
2017-09-01,NPL,1400,0,0,0,0,23,17,-5.81,0
2017-09-01,NTPC Ltd.,12659.06,3364.66,710,995,0,182,162,-19.98,0
2017-09-01,NTPGPL,0,0,0,0,0,2,0,-2.4,0
2017-09-01,PPGCL (Jaypee),1980,1320,0,1320,0,12,12,-0.02,0
2017-09-01,RPSCL,1200,300,0,300,0,21,18,-2.34,0
2017-09-01,RWPL (JSW),1080,270,0,270,0,17,11,-6.24,0
2017-09-01,SJVNL,1912.02,0,0,0,0,34,46,12.08,0
2017-09-01,SrEPL,225,0,0,0,0,1,4,3.55,0
2017-09-01,THDC,1400,0,0,0,0,17,10,-6.89,0
2017-09-01,TSPL,1980,660,0,660,0,18,20,1.94,0
2017-09-01,Chhatisgarh,3400,360,210,150,0,51,55,4.75,0
2017-09-01,Gujarat,8917.82,4967,410,3130,0,80,32,-48.61,0
2017-09-01,Madhya Pradesh,4955,1745,1285,460,0,63,48,-15.36,0
2017-09-01,Maharashtra,13248,5534,630,4460,0,158,114,-44.78,0
2017-09-01,ACB,325,160,135,25,0,5,3,-1.76,0
2017-09-01,AMNEPL,246,246,0,246,0,0,0,0,0
2017-09-01,APL,7920,2970,0,2970,0,122,95,-27.22,0
2017-09-01,BALCO,600,300,300,0,0,8,4,-3.32,0
2017-09-01,BLAPPL,45,45,0,45,0,0,0,-0.7,0
2017-09-01,CGPL,4000,0,0,0,0,84,79,-4.08,0
2017-09-01,CLPINDIA,655,0,0,0,0,0,1,0.16,0
2017-09-01,DBPCL,1200,600,600,0,0,17,9,-7.83,0
2017-09-01,DIPL,600,300,0,300,0,4,6,2.13,0
2017-09-01,DLHP,34,0,0,0,0,0,0,0.34,0
2017-09-01,EPGL,1200,600,0,600,0,15,11,-4.3,0
2017-09-01,ESSAR,515,515,0,0,0,0,0,0,0
2017-09-01,ESSARPMPL,600,600,0,600,0,7,0,-7.67,0
2017-09-01,GCEL,1370,1370,0,1370,0,4,0,-4.4,0
2017-09-01,GEPL,120,120,0,120,0,0,0,0,0
2017-09-01,GIPCL,660,160,0,0,0,11,10,-0.5,0
2017-09-01,GMR ENERG,600,300,0,300,0,9,6,-3.03,0
2017-09-01,IEPL,270,270,0,270,0,0,0,0,0
2017-09-01,JHAPL,600,0,0,0,0,4,9,5.59,0
2017-09-01,JPL,3400,2050,0,2050,0,21,23,2,0
2017-09-01,JPPVL,1820,910,0,910,0,26,20,-5.77,0
2017-09-01,JSWEL,1200,300,0,300,0,20,15,-4.35,0
2017-09-01,KWPCL,600,600,0,600,0,6,0,-6.83,0
2017-09-01,LANCO,600,300,300,0,0,9,5,-4.41,0
2017-09-01,LVTPL,0,0,0,0,0,0,0,0,0
2017-09-01,MBPMPL,1200,0,0,0,0,12,15,2.95,0
2017-09-01,MCCPL,300,300,0,300,0,4,0,-4.1,0
2017-09-01,NHDC,1520,0,0,0,0,9,0,-8.98,0
2017-09-01,NPCIL,1840,1680,1140,540,0,25,3,-21.36,0
2017-09-01,NSPCL,500,0,0,0,0,10,11,1.04,0
2017-09-01,NTPC Ltd.,14633.59,2798,0,2480,0,210,253,42.94,0
2017-09-01,PGPL,388,388,0,0,0,1,0,-1.37,0
2017-09-01,RATTANINDIA,2700,1890,0,1890,0,6,17,10.24,0
2017-09-01,RELIANCE,48,0,0,0,0,0,0,0,0
2017-09-01,RGPPL,2220,1480,0,0,0,11,12,0.49,0
2017-09-01,RIL (DAHANU),500,0,0,0,0,10,10,-0.9,0
2017-09-01,RKMPPL,720,360,0,360,0,5,5,0.44,0
2017-09-01,SCPL,100,0,0,0,0,1,2,0.99,0
2017-09-01,SKS,300,300,0,300,0,0,0,0,0
2017-09-01,SMHPCL,0,0,0,0,0,0,0,0,0
2017-09-01,SPL,3960,0,0,0,0,82,82,-0.04,0
2017-09-01,SVPPL,63,63,0,63,0,0,0,0,0
2017-09-01,TATA MAH.,447,0,0,0,0,3,6,2.97,0
2017-09-01,TATA PCL,1430,500,0,500,0,18,16,-1.61,0
2017-09-01,TOR. POW. (SUGEN),1147.5,0,0,0,0,11,20,8.67,0
2017-09-01,TOR. POW. (UNOSUGEN),2004.5,1260,0,60,0,6,6,-0.63,0
2017-09-01,TRNE,600,300,0,300,0,4,5,1.71,0
2017-09-01,VESPL,35,35,0,35,0,0,0,0,0
2017-09-01,VIP,600,300,0,300,0,10,7,-3.5,0
2017-09-01,VVL,135,135,0,135,0,0,0,0,0
2017-09-01,WPCL,1740,1005,0,1005,0,20,16,-4.23,0
2017-09-01,Andhra Pradesh,5795.4,262.8,210,0,0,86,81,-5.66,0
2017-09-01,Karnataka,8805.32,4136.6,458,3523.6,0,96,66,-30.48,0
2017-09-01,Kerala,2041.46,317,198,44,0,21,17,-3.81,0
2017-09-01,Puducherry,32.5,0,0,0,0,0,0,0.03,0
2017-09-01,Tamil Nadu,7037.28,1257,115,1112,0,84,89,4.38,0
2017-09-01,Telangana,6858.1,466,0,175,0,95,88,-6.97,0
2017-09-01,ABAN POWR,119.8,0,0,0,0,1,1,0.11,0
2017-09-01,APGPCL,272,0,0,0,0,1,4,2.72,0
2017-09-01,BELLARY,25.2,0,0,0,0,0,0,0,0
2017-09-01,BSES(C),174,174,0,0,0,0,0,0,0
2017-09-01,BSES(P),220,0,0,0,0,0,0,0,0
2017-09-01,CEPL,1200,600,0,600,0,12,12,0.39,0
2017-09-01,GAUTAMI,464,464,0,0,0,0,0,0,0
2017-09-01,GMR ENERG,220,0,0,0,0,0,0,0,0
2017-09-01,GREL,768,0,0,0,0,1,0,-1.66,0
2017-09-01,GVKP&IL,220,220,0,0,0,0,0,-0.26,0
2017-09-01,HNPC,1040,1040,0,1040,0,12,0,-12.06,0
2017-09-01,IBPIL,300,300,0,300,0,0,0,0,0
2017-09-01,ITPCL,1200,1200,600,600,0,10,0,-10.37,0
2017-09-01,JSWEL,860,430,0,430,0,11,6,-4.75,0
2017-09-01,KONA,445,445,0,0,0,0,0,0,0
2017-09-01,KONDAPALI,742,0,0,0,0,3,0,-3.86,0
2017-09-01,KONDAPALI,716,0,0,0,0,2,0,-2.12,0
2017-09-01,LVS POWER,36.8,0,0,0,0,0,0,0,0
2017-09-01,MADURAI P,106,0,0,0,0,0,0,0,0
2017-09-01,MEL,300,150,0,150,0,3,2,-1.46,0
2017-09-01,NLC,2990,260,260,0,0,49,57,8.55,0
2017-09-01,NPCIL,3320,1000,0,1000,0,62,49,-12.93,0
2017-09-01,NTECL,1500,500,0,500,0,26,21,-4.53,0
2017-09-01,NTPC Ltd.,6559.58,1300,500,800,0,88,106,17.86,0
2017-09-01,NTPL,1000,500,0,500,0,18,8,-10.34,0
2017-09-01,PENNA,52.8,0,0,0,0,0,1,0.28,0
2017-09-01,PPNPGCL,330.5,0,0,0,0,0,0,-0.53,0
2017-09-01,SAMALPATI,105.7,0,0,0,0,0,0,0,0
2017-09-01,SEPL,600,600,0,600,0,4,0,-4.29,0
2017-09-01,SGPL,1320,0,0,0,0,10,27,17.05,0
2017-09-01,SPGL,208,208,0,0,0,2,0,-2.76,0
2017-09-01,ST-CMSECP,250,0,0,0,0,4,5,0.97,0
2017-09-01,TPCIL,1320,0,0,0,0,22,30,7.93,0
2017-09-01,UPCL,1200,600,0,600,0,11,13,1.84,0
2017-09-01,VASAVI,200,0,0,0,0,0,0,0,0
2017-09-01,VEMAGIRI,370,0,0,0,0,1,0,-1.1,0
2017-09-01,Andaman & Nicobar Islands,40.05,0,0,0,0,0,0,-0.26,0
2017-09-01,Bihar,210,210,105,105,0,1,0,-1.2,0
2017-09-01,Jharkhand,550,275,0,275,0,7,6,-1.53,0
2017-09-01,Odisha,2562.25,579,369,210,0,32,25,-6.65,0
2017-09-01,Sikkim,1200,0,0,0,0,24,23,-0.32,0
2017-09-01,West Bengal,6586,1611.5,300,1299,0,70,72,2.14,0
2017-09-01,ADHUNIK,540,0,0,0,0,9,12,2.69,0
2017-09-01,BRBCL,500,500,0,500,0,4,0,-4.67,0
2017-09-01,CESC,1125,375,0,375,0,17,18,1.8,0
2017-09-01,CPL,0,0,0,0,0,0,0,0,0
2017-09-01,DEPL,0,0,0,0,0,2,0,-2.4,0
2017-09-01,DEPL,96,0,0,0,0,2,2,-0.17,0
2017-09-01,DVC,7233.2,3430,0,3430,0,96,86,-10.59,0
2017-09-01,GISL,99,99,0,0,0,2,2,-0.54,0
2017-09-01,GMR ENERG,1050,350,0,350,0,16,11,-5.76,0
2017-09-01,HEL,600,0,0,0,0,11,13,1.35,0
2017-09-01,IBPIL,350,350,0,350,0,0,0,0,0
2017-09-01,ICCL,0,0,0,0,0,0,0,-0.27,0
2017-09-01,IEL,150,150,0,150,0,0,0,0,0
2017-09-01,JITPL,1200,600,0,600,0,18,8,-9.86,0
2017-09-01,K.B.U.N.L,610,305,0,305,0,3,6,2.16,0
2017-09-01,MPL,1050,0,0,0,0,10,23,13.75,0
2017-09-01,NALCO,0,0,0,0,0,0,0,-0.09,0
2017-09-01,NHPC,862,20,0,20,0,18,13,-4.43,0
2017-09-01,NPGCPL,0,0,0,0,0,0,0,0,0
2017-09-01,NTPC Ltd.,9220,860,860,0,0,157,162,5.18,0
2017-09-01,PVUNL,455,455,0,455,0,4,0,-4.47,0
2017-09-01,SEL,1200,600,0,600,0,8,1,-7.1,0
2017-09-01,SKPPPL,96,0,0,0,0,0,2,2.41,0
2017-09-01,TATA PCL,240,0,0,0,0,4,5,0.62,0
2017-09-01,Assam,423.45,72.2,0,0,0,5,5,-0.44,0
2017-09-01,Manipur,36,0,0,0,0,0,0,0,0
2017-09-01,Meghalaya,322,29,9,20,0,4,4,-0.39,0
2017-09-01,Tripura,169.5,74.5,0,0,0,1,1,-0.31,0
2017-09-01,NEEPCO.,1312,104.5,0,50,0,22,19,-2.66,0
2017-09-01,NHPC,105,0,0,0,0,2,2,0.19,0
2017-09-01,NTPC Ltd.,500,250,0,250,0,4,3,-0.68,0
2017-09-01,ONGC,726.6,0,0,0,0,12,0,-12.34,0
2017-09-02,Delhi,2235.4,135,0,135,0,13,14,1.49,0
2017-09-02,Haryana,2720,2720,0,2720,0,28,0,-28.96,0
2017-09-02,Himachal Pradesh,3378,379,0,231,0,40,40,-0.01,0
2017-09-02,Jammu and Kashmir,1285,150,0,0,0,14,24,9.56,0
2017-09-02,Punjab,3826.3,2697.65,77.65,2620,0,39,13,-25.6,0
2017-09-02,Rajasthan,6864.8,3283.5,1410,1505,0,83,66,-17.64,0
2017-09-02,Uttarakhand,1252.15,334,258,76,0,19,18,-0.82,0
2017-09-02,Uttar Pradesh,6274.6,2905.6,377,2528.6,0,103,68,-35.15,0
2017-09-02,ADHPL,192,0,0,0,0,2,4,1.56,0
2017-09-02,AHPC (GVK),330,0,0,0,0,6,8,1.38,0
2017-09-02,APCPL,1500,500,0,500,0,15,15,0.48,0
2017-09-02,APL,1320,660,0,660,0,22,14,-8.96,0
2017-09-02,BEPL,450,450,45,405,0,6,0,-6.7,0
2017-09-02,DAE,100,100,0,100,0,0,0,0,0
2017-09-02,E.P.P.L.,100,0,0,0,0,1,2,0.77,0
2017-09-02,GBHPPL,70,0,0,0,0,0,1,0.74,0
2017-09-02,GIPL,225,0,0,0,0,1,2,1.24,0
2017-09-02,GPGSL (GVK),540,270,0,270,0,4,5,1.01,0
2017-09-02,HBPCL,1300,0,0,0,0,22,31,9.24,0
2017-09-02,HSPCL,0,0,0,0,0,0,0,0,0
2017-09-02,IAEPL,24,0,0,0,0,0,0,0,0
2017-09-02,JhPL(HR),1320,0,0,0,0,12,20,8.74,0
2017-09-02,JPPVL,400,0,0,0,0,6,10,3.62,0
2017-09-02,LAPPL,1200,0,0,0,0,22,26,4.38,0
2017-09-02,LPGCL,1980,660,0,660,0,22,29,7.3,0
2017-09-02,MPCL,86,0,0,0,0,1,2,0.91,0
2017-09-02,MUNPL,0,0,0,0,0,0,0,0,0
2017-09-02,NDPL,108,108,0,0,0,0,0,0,0
2017-09-02,NHPC,4154.2,187,0,15,0,69,78,9.18,0
2017-09-02,NLC,250,125,0,125,0,4,2,-1.86,0
2017-09-02,NPCIL,1520,0,0,0,0,30,35,5.33,0
2017-09-02,NPL,1400,0,0,0,0,23,20,-2.17,0
2017-09-02,NTPC Ltd.,12659.06,3364.66,710,995,0,182,171,-11.53,0
2017-09-02,NTPGPL,0,0,0,0,0,2,0,-2.4,0
2017-09-02,PPGCL (Jaypee),1980,1320,0,1320,0,12,15,3.42,0
2017-09-02,RPSCL,1200,0,0,0,0,21,22,1.05,0
2017-09-02,RWPL (JSW),1080,135,0,135,0,17,16,-1.35,0
2017-09-02,SJVNL,1912.02,0,0,0,0,34,47,12.99,0
2017-09-02,SrEPL,225,0,0,0,0,1,4,3.56,0
2017-09-02,THDC,1400,0,0,0,0,17,9,-7.42,0
2017-09-02,TSPL,1980,660,0,660,0,18,13,-4.93,0
2017-09-02,Chhatisgarh,3400,570,210,360,0,51,54,3.22,0
2017-09-02,Gujarat,8917.82,3693,410,2230,0,80,46,-33.83,0
2017-09-02,Madhya Pradesh,4955,1285,1285,0,0,63,51,-12.43,0
2017-09-02,Maharashtra,13248,5534,630,4460,0,158,110,-48.4,0
2017-09-02,ACB,325,160,135,25,0,5,3,-1.69,0
2017-09-02,AMNEPL,246,246,0,246,0,0,0,0,0
2017-09-02,APL,7920,2970,0,2970,0,122,101,-20.97,0
2017-09-02,BALCO,600,300,300,0,0,8,5,-2.91,0
2017-09-02,BLAPPL,45,45,0,45,0,0,0,-0.7,0
2017-09-02,CGPL,4000,800,0,800,0,84,66,-17.87,0
2017-09-02,CLPINDIA,655,0,0,0,0,0,0,-0.84,0
2017-09-02,DBPCL,1200,600,600,0,0,17,9,-7.83,0
2017-09-02,DIPL,600,300,0,300,0,4,5,1.55,0
2017-09-02,DLHP,34,0,0,0,0,0,0,0.35,0
2017-09-02,EPGL,1200,600,0,600,0,15,11,-4.3,0
2017-09-02,ESSAR,515,515,0,0,0,0,0,0,0
2017-09-02,ESSARPMPL,600,600,0,600,0,7,0,-7.67,0
2017-09-02,GCEL,1370,1370,0,1370,0,4,0,-4.4,0
2017-09-02,GEPL,120,120,0,120,0,0,0,0,0
2017-09-02,GIPCL,660,285,0,125,0,11,10,-1.27,0
2017-09-02,GMR ENERG,600,300,0,300,0,9,6,-3.03,0
2017-09-02,IEPL,270,270,0,270,0,0,0,0,0
2017-09-02,JHAPL,600,600,0,600,0,4,0,-3.21,0
2017-09-02,JPL,3400,2300,0,2300,0,21,21,-0.12,0
2017-09-02,JPPVL,1820,250,0,250,0,26,26,0.29,0
2017-09-02,JSWEL,1200,300,0,300,0,20,16,-3.88,0
2017-09-02,KWPCL,600,600,0,600,0,6,0,-6.83,0
2017-09-02,LANCO,600,300,300,0,0,9,5,-4.11,0
2017-09-02,LVTPL,0,0,0,0,0,0,0,0,0
2017-09-02,MBPMPL,1200,0,0,0,0,12,14,2.06,0
2017-09-02,MCCPL,300,300,0,300,0,4,0,-4.1,0
2017-09-02,NHDC,1520,0,0,0,0,9,0,-9.42,0
2017-09-02,NPCIL,1840,1680,1140,540,0,25,3,-21.34,0
2017-09-02,NSPCL,500,0,0,0,0,10,11,1.41,0
2017-09-02,NTPC Ltd.,14633.59,2298,0,1980,0,210,269,58.14,0
2017-09-02,PGPL,388,388,0,0,0,1,0,-1.37,0
2017-09-02,RATTANINDIA,2700,1890,0,1890,0,6,19,12.71,0
2017-09-02,RELIANCE,48,0,0,0,0,0,0,0,0
2017-09-02,RGPPL,2220,1480,0,0,0,11,12,0.71,0
2017-09-02,RIL (DAHANU),500,0,0,0,0,10,11,0.33,0
2017-09-02,RKMPPL,720,360,0,360,0,5,4,-0.94,0
2017-09-02,SCPL,100,0,0,0,0,1,2,1,0
2017-09-02,SKS,300,300,0,300,0,0,0,0,0
2017-09-02,SMHPCL,0,0,0,0,0,0,0,0,0
2017-09-02,SPL,3960,0,0,0,0,82,91,9.28,0
2017-09-02,SVPPL,63,63,0,63,0,0,0,0,0
2017-09-02,TATA MAH.,447,0,0,0,0,3,5,1.21,0
2017-09-02,TATA PCL,1430,500,0,500,0,18,18,0.15,0
2017-09-02,TOR. POW. (SUGEN),1147.5,0,0,0,0,11,20,8.64,0
2017-09-02,TOR. POW. (UNOSUGEN),2004.5,1260,0,60,0,6,7,0.49,0
2017-09-02,TRNE,600,300,0,300,0,4,6,2.18,0
2017-09-02,VESPL,35,35,0,35,0,0,0,0,0
2017-09-02,VIP,600,300,0,300,0,10,7,-3.48,0
2017-09-02,VVL,135,135,0,135,0,0,0,0,0
2017-09-02,WPCL,1740,405,0,405,0,20,18,-1.97,0
2017-09-02,Andhra Pradesh,5795.4,262.8,210,0,0,86,85,-0.91,0
2017-09-02,Karnataka,8805.32,4136.6,458,3523.6,0,96,61,-35.19,0
2017-09-02,Kerala,2041.46,341.5,198,56,0,21,18,-3.04,0
2017-09-02,Puducherry,32.5,0,0,0,0,0,0,0.03,0
2017-09-02,Tamil Nadu,7037.28,1257,115,1112,0,84,83,-1.02,0
2017-09-02,Telangana,6858.1,466,0,175,0,95,91,-3.64,0
2017-09-02,ABAN POWR,119.8,0,0,0,0,1,1,0.05,0
2017-09-02,APGPCL,272,0,0,0,0,1,4,2.43,0
2017-09-02,BELLARY,25.2,0,0,0,0,0,0,0,0
2017-09-02,BSES(C),174,174,0,0,0,0,0,0,0
2017-09-02,BSES(P),220,0,0,0,0,0,0,0,0
2017-09-02,CEPL,1200,600,0,600,0,12,14,1.89,0
2017-09-02,GAUTAMI,464,464,0,0,0,0,0,0,0
2017-09-02,GMR ENERG,220,0,0,0,0,0,0,0,0
2017-09-02,GREL,768,0,0,0,0,1,0,-1.66,0
2017-09-02,GVKP&IL,220,220,0,0,0,0,0,-0.26,0
2017-09-02,HNPC,1040,1040,0,1040,0,12,0,-12.06,0
2017-09-02,IBPIL,300,300,0,300,0,0,0,0,0
2017-09-02,ITPCL,1200,1200,600,600,0,10,0,-10.37,0
2017-09-02,JSWEL,860,430,0,430,0,11,6,-4.98,0
2017-09-02,KONA,445,445,0,0,0,0,0,0,0
2017-09-02,KONDAPALI,742,0,0,0,0,3,0,-3.86,0
2017-09-02,KONDAPALI,716,0,0,0,0,2,0,-2.12,0
2017-09-02,LVS POWER,36.8,0,0,0,0,0,0,0,0
2017-09-02,MADURAI P,106,0,0,0,0,0,0,0,0
2017-09-02,MEL,300,300,0,300,0,3,1,-1.91,0
2017-09-02,NLC,2990,260,260,0,0,49,58,9.61,0
2017-09-02,NPCIL,3320,1000,0,1000,0,62,52,-9.97,0
2017-09-02,NTECL,1500,1000,0,1000,0,26,11,-15.18,0
2017-09-02,NTPC Ltd.,6559.58,1300,500,800,0,88,99,10.32,0
2017-09-02,NTPL,1000,500,0,500,0,18,7,-11.1,0
2017-09-02,PENNA,52.8,0,0,0,0,0,1,0.28,0
2017-09-02,PPNPGCL,330.5,0,0,0,0,0,0,-0.53,0
2017-09-02,SAMALPATI,105.7,0,0,0,0,0,0,0,0
2017-09-02,SEPL,600,600,0,600,0,4,0,-4.29,0
2017-09-02,SGPL,1320,0,0,0,0,10,27,16.99,0
2017-09-02,SPGL,208,208,0,0,0,2,0,-2.76,0
2017-09-02,ST-CMSECP,250,0,0,0,0,4,4,0.39,0
2017-09-02,TPCIL,1320,0,0,0,0,22,29,6.64,0
2017-09-02,UPCL,1200,600,0,600,0,11,13,1.41,0
2017-09-02,VASAVI,200,0,0,0,0,0,0,0,0
2017-09-02,VEMAGIRI,370,0,0,0,0,1,0,-1.1,0
2017-09-02,Andaman & Nicobar Islands,40.05,0,0,0,0,0,0,-0.26,0
2017-09-02,Bihar,210,210,105,105,0,1,0,-1.2,0
2017-09-02,Jharkhand,550,275,0,275,0,7,6,-1.15,0
2017-09-02,Odisha,2562.25,789,369,420,0,32,24,-7.75,0
2017-09-02,Sikkim,1200,0,0,0,0,24,21,-2.74,0
2017-09-02,West Bengal,6586,1611.5,0,1599,0,70,72,1.73,0
2017-09-02,ADHUNIK,540,0,0,0,0,9,11,2,0
2017-09-02,BRBCL,500,500,0,500,0,4,0,-4.67,0
2017-09-02,CESC,1125,375,0,375,0,17,17,0.71,0
2017-09-02,CPL,0,0,0,0,0,0,0,0,0
2017-09-02,DEPL,0,0,0,0,0,2,0,-2.4,0
2017-09-02,DEPL,96,0,0,0,0,2,2,-0.19,0
2017-09-02,DVC,7233.2,3220,0,3220,0,96,84,-11.89,0
2017-09-02,GISL,99,99,0,0,0,2,2,-0.31,0
2017-09-02,GMR ENERG,1050,350,0,350,0,16,11,-5.76,0
2017-09-02,HEL,600,0,0,0,0,11,10,-0.89,0
2017-09-02,IBPIL,350,350,0,350,0,0,0,0,0
2017-09-02,ICCL,0,0,0,0,0,0,0,-0.27,0
2017-09-02,IEL,150,150,0,150,0,0,0,0,0
2017-09-02,JITPL,1200,600,0,600,0,18,8,-9.86,0
2017-09-02,K.B.U.N.L,610,305,0,305,0,3,5,2.14,0
2017-09-02,MPL,1050,0,0,0,0,10,23,13.75,0
2017-09-02,NALCO,0,0,0,0,0,0,0,-0.09,0
2017-09-02,NHPC,862,0,0,0,0,18,16,-2.21,0
2017-09-02,NPGCPL,0,0,0,0,0,0,0,0,0
2017-09-02,NTPC Ltd.,9220,1360,660,700,0,157,170,12.82,0
2017-09-02,PVUNL,455,455,0,455,0,4,0,-4.47,0
2017-09-02,SEL,1200,600,0,600,0,8,1,-7.1,0
2017-09-02,SKPPPL,96,0,0,0,0,0,2,2.4,0
2017-09-02,TATA PCL,240,0,0,0,0,4,5,0.63,0
2017-09-02,Assam,423.45,72.2,0,0,0,5,5,-0.52,0
2017-09-02,Manipur,36,0,0,0,0,0,0,0,0
2017-09-02,Meghalaya,322,29,9,20,0,4,4,-0.39,0
2017-09-02,Tripura,169.5,74.5,0,0,0,1,1,-0.26,0
2017-09-02,NEEPCO.,1312,129.5,0,75,0,22,19,-2.53,0
2017-09-02,NHPC,105,0,0,0,0,2,2,0.14,0
2017-09-02,NTPC Ltd.,500,250,0,250,0,4,3,-0.54,0
2017-09-02,ONGC,726.6,0,0,0,0,12,0,-12.34,0
2017-09-03,Delhi,2235.4,0,0,0,0,13,18,4.98,0
2017-09-03,Haryana,2720,0,0,0,0,28,0,-28.96,0
2017-09-03,Himachal Pradesh,3378,273,0,165,0,40,41,1.27,0
2017-09-03,Jammu and Kashmir,1285,0,0,0,0,14,24,9.72,0
2017-09-03,Punjab,3826.3,48.4,48.4,0,0,39,13,-25.54,0
2017-09-03,Rajasthan,6864.8,0,0,0,0,83,65,-18.89,0
2017-09-03,Uttarakhand,1252.15,0,0,0,0,19,17,-1.63,0
2017-09-03,Uttar Pradesh,6274.6,920,200,720,0,103,78,-25.24,0
2017-09-03,ADHPL,192,0,0,0,0,2,2,0.32,0
2017-09-03,AHPC (GVK),330,0,0,0,0,6,8,1.38,0
2017-09-03,APCPL,1500,0,0,0,0,15,15,0.05,0
2017-09-03,APL,1320,0,0,0,0,22,12,-10.42,0
2017-09-03,BEPL,450,0,0,0,0,6,0,-6.7,0
2017-09-03,DAE,100,0,0,0,0,0,0,0,0
2017-09-03,E.P.P.L.,100,0,0,0,0,1,1,-0.16,0
2017-09-03,GBHPPL,70,0,0,0,0,0,1,0.73,0
2017-09-03,GIPL,225,0,0,0,0,1,0,-1.08,0
2017-09-03,GPGSL (GVK),540,0,0,0,0,4,0,-4.14,0
2017-09-03,HBPCL,1300,0,0,0,0,22,31,9.24,0
2017-09-03,HSPCL,0,0,0,0,0,0,0,0,0
2017-09-03,IAEPL,24,0,0,0,0,0,0,0,0
2017-09-03,JhPL(HR),1320,0,0,0,0,12,18,6.95,0
2017-09-03,JPPVL,400,0,0,0,0,6,10,3.55,0
2017-09-03,LAPPL,1200,0,0,0,0,22,25,3.36,0
2017-09-03,LPGCL,1980,0,0,0,0,22,26,3.74,0
2017-09-03,MPCL,86,0,0,0,0,1,1,0.29,0
2017-09-03,MUNPL,0,0,0,0,0,0,0,0,0
2017-09-03,NDPL,108,0,0,0,0,0,0,0,0
2017-09-03,NHPC,4154.2,0,0,0,0,69,77,8.06,0
2017-09-03,NLC,250,0,0,0,0,4,2,-1.75,0
2017-09-03,NPCIL,1520,0,0,0,0,30,35,5.29,0
2017-09-03,NPL,1400,0,0,0,0,23,20,-2.44,0
2017-09-03,NTPC Ltd.,12659.06,0,0,0,0,182,169,-13.41,0
2017-09-03,NTPGPL,0,0,0,0,0,2,0,-2.4,0
2017-09-03,PPGCL (Jaypee),1980,0,0,0,0,12,15,2.73,0
2017-09-03,RPSCL,1200,0,0,0,0,21,22,1.1,0
2017-09-03,RWPL (JSW),1080,0,0,0,0,17,14,-3.19,0
2017-09-03,SJVNL,1912.02,0,0,0,0,34,46,12.13,0
2017-09-03,SrEPL,225,0,0,0,0,1,2,1.14,0
2017-09-03,THDC,1400,0,0,0,0,17,12,-4.8,0
2017-09-03,TSPL,1980,0,0,0,0,18,9,-8.11,0
2017-09-03,Chhatisgarh,3400,210,210,0,0,51,56,5.54,0
2017-09-03,Gujarat,8917.82,0,0,0,0,80,50,-30.12,0
2017-09-03,Madhya Pradesh,4955,1098,865,233,0,63,49,-14.04,0
2017-09-03,Maharashtra,13248,710,0,710,0,158,103,-55.45,0
2017-09-03,ACB,325,0,0,0,0,5,3,-1.69,0
2017-09-03,AMNEPL,246,0,0,0,0,0,0,0,0
2017-09-03,APL,7920,660,0,660,0,122,109,-13.19,0
