Dates,Power Station,Monitored Cap.(MW),Total Cap. Under Maintenace (MW),Planned Maintanence (MW),Forced Maintanence(MW),Other Reasons (MW),Programme or Expected(MU),Actual(MU),Excess(+) / Shortfall (-),Deviation
2019-09-25,AMNEPL,246,246,0,246,0,0,0,0,0
2019-09-25,APL,7920,660,0,660,0,146,130,-15.85,0
2019-09-25,BALCO,600,0,0,0,0,8,9,1.19,0
2019-09-25,BLAPPL,90,45,0,45,0,0,0,0.74,0
2019-09-25,CGPL,4000,0,0,0,0,78,89,11.8,0
2019-09-25,CLPINDIA,655,655,0,0,0,0,0,0,0
2019-09-25,DBPCL,1200,600,0,600,0,20,12,-8.27,0
2019-09-25,DIPL,600,300,0,300,0,6,5,-0.14,0
2019-09-25,DLHP,34,0,0,0,0,0,0,0.34,0
2019-09-25,EPGL,1200,0,0,0,0,0,17,17.54,0
2019-09-25,ESSAR,515,515,0,295,0,0,0,0,0
2019-09-25,ESSARPMPL,1200,600,0,600,0,10,11,0.18,0
2019-09-25,GCEL,1370,685,0,685,0,0,11,11.38,0
2019-09-25,GEPL,120,120,0,120,0,0,0,0,0
2019-09-25,GIPCL,660,285,125,0,0,10,8,-2.06,0
2019-09-25,GMR ENERG,600,300,300,0,0,11,6,-4.97,0
2019-09-25,IEPL,270,270,0,270,0,0,0,0,0
2019-09-25,JHAPL,600,0,0,0,0,8,7,-0.28,0
2019-09-25,JPL,3400,1950,0,1950,0,29,25,-4.11,0
2019-09-25,JPPVL,1820,0,0,0,0,25,25,-0.02,0
2019-09-25,JSWEL,1200,0,0,0,0,21,21,-0.66,0
2019-09-25,KWPCL,600,600,0,600,0,0,0,0,0
2019-09-25,LANCO,600,0,0,0,0,10,8,-1.82,0
2019-09-25,LVTPL,0,0,0,0,0,0,0,0,0
2019-09-25,MBPMPL,1200,0,0,0,0,20,15,-5.01,0
2019-09-25,MCCPL,300,300,0,300,0,6,0,-6,0
2019-09-25,NHDC,1520,0,0,0,0,8,34,26.21,0
2019-09-25,NPCIL,1840,0,0,0,0,37,43,6.27,0
2019-09-25,NSPCL,500,0,0,0,0,4,6,1.78,0
2019-09-25,NTPC Ltd.,16893.59,3085.49,500,1600,0,279,234,-45.64,0
2019-09-25,PGPL,388,388,0,0,0,0,0,0,0
2019-09-25,RATTANINDIA,1350,270,0,0,0,15,21,6.3,0
2019-09-25,RELIANCE,48,48,0,0,0,0,0,0,0
2019-09-25,RGPPL,1967.08,1303.54,0,0,0,12,11,-0.4,0
2019-09-25,RIL (DAHANU),500,0,0,0,0,10,9,-1.5,0
2019-09-25,RKMPPL,1440,1080,0,720,0,8,5,-2.57,0
2019-09-25,SCPL,100,50,50,0,0,1,0,-1.11,0
2019-09-25,SKS,600,0,0,0,0,5,10,4.6,0
2019-09-25,SMHPCL,0,0,0,0,0,0,0,0,0
2019-09-25,SPL,3960,660,0,660,0,87,92,5.03,0
2019-09-25,SPPL,150,150,0,150,0,0,0,0,0
2019-09-25,STPL,1350,1350,0,1350,0,0,0,0,0
2019-09-25,SVPPL,63,0,0,0,0,0,1,1.2,0
2019-09-25,TATA MAH.,447,0,0,0,0,3,4,0.5,0
2019-09-25,TATA PCL,930,0,0,0,0,16,17,0.56,0
2019-09-25,TOR. POW. (SUGEN),1147.5,0,0,0,0,17,17,0.75,0
2019-09-25,TOR. POW. (UNOSUGEN),1944.5,1182.5,0,0,0,7,24,16.52,0
2019-09-25,TRNE,600,300,0,300,0,9,4,-4.85,0
2019-09-25,VESPL,35,35,0,35,0,0,0,0,0
2019-09-25,VIP,600,600,0,600,0,8,0,-8.2,0
2019-09-25,VVL,135,135,0,135,0,0,0,0,0
2019-09-25,WPCL,2340,2340,0,2340,0,28,0,-28.34,0
2019-09-25,Andhra Pradesh.,6855.4,1342.8,0,1230,0,91,75,-16.49,0
2019-09-25,Karnataka,8664.2,3834.2,52.8,3294,0,81,63,-18.15,0
2019-09-25,Kerala,2016.46,420,338,58,0,21,21,-0.37,0
2019-09-25,Puducherry,32.5,0,0,0,0,0,0,0.15,0
2019-09-25,Tamil Nadu,7012.28,1295,715,260,0,94,99,5.62,0
2019-09-25,Telangana,6988.1,619.5,0,562.5,0,112,126,13.71,0
2019-09-25,ABAN POWR,119.8,0,0,0,0,1,2,1.14,0
2019-09-25,APGPCL,272,100,0,0,0,2,2,0.4,0
2019-09-25,BELLARY,25.2,0,0,0,0,0,0,0,0
2019-09-25,BSES  AP,220,220,0,0,0,0,0,0,0
2019-09-25,BSES(C),174,174,0,0,0,0,0,0,0
2019-09-25,CEPL,1200,600,0,600,0,10,8,-2.03,0
2019-09-25,GAUTAMI,464,464,0,0,0,0,0,0,0
2019-09-25,GMR ENERG,220,220,0,0,0,0,0,0,0
2019-09-25,GREL,768,768,0,0,0,0,0,0,0
2019-09-25,GVKP&IL,220,220,0,0,0,0,0,0,0
2019-09-25,HNPC,1040,520,0,520,0,7,7,0.63,0
2019-09-25,IBPIL,300,300,0,300,0,0,0,0,0
2019-09-25,ITPCL,1200,0,0,0,0,17,24,6.14,0
2019-09-25,JSWEL,860,430,0,430,0,10,6,-3.43,0
2019-09-25,KONA,445,445,0,0,0,0,0,0,0
2019-09-25,KONDAPALI,1458,1458,0,0,0,5,0,-5.24,0
2019-09-25,LVS POWER,36.8,0,0,0,0,0,0,0,0
2019-09-25,MADURAI P,106,0,0,0,0,0,0,0,0
2019-09-25,MEL,300,300,0,300,0,0,0,0,0
2019-09-25,NLC,2890,670,420,250,0,54,44,-9.89,0
2019-09-25,NPCIL,3320,220,0,220,0,46,61,14.3,0
2019-09-25,NTECL,1500,500,500,0,0,15,13,-1.85,0
2019-09-25,NTPC Ltd.,7359.58,2159.58,200,1600,0,89,80,-8.9,0
2019-09-25,NTPL,1000,500,500,0,0,18,8,-9.94,0
2019-09-25,PENNA,52.8,0,0,0,0,0,1,0.2,0
2019-09-25,PPNPGCL,330.5,330.5,0,0,0,0,0,0,0
2019-09-25,SAMALPATI,105.7,0,0,0,0,0,0,0,0
2019-09-25,SEIL,2640,0,0,0,0,51,50,-0.38,0
2019-09-25,SEPL,600,600,0,600,0,0,0,0,0
2019-09-25,SPGL,208,47,0,0,0,3,2,-0.5,0
2019-09-25,ST-CMSECP,250,0,0,0,0,4,4,0.61,0
2019-09-25,UPCL,1200,600,0,600,0,19,9,-9.93,0
2019-09-25,VEMAGIRI,370,370,0,0,0,0,0,0,0
2019-09-25,Andaman & Nicobar Islands,40.05,0,0,0,0,0,0,-0.04,0
2019-09-25,Jharkhand,550,210,0,210,0,6,3,-2.98,0
2019-09-25,Odisha,3882.25,581.25,219,362.25,0,42,46,3.43,0
2019-09-25,Sikkim,1200,0,0,0,0,23,29,5.88,0
2019-09-25,West Bengal,6466,1909,60,1840,0,78,65,-12.74,0
2019-09-25,ADHUNIK,540,0,0,0,0,9,8,-0.57,0
2019-09-25,BRBCL,750,250,0,250,0,10,10,0.45,0
2019-09-25,CESC,1125,375,0,375,0,17,16,-0.83,0
2019-09-25,CPL,0,0,0,0,0,0,0,0,0
2019-09-25,DEPL,96,0,0,0,0,2,2,0.07,0
2019-09-25,DVC,7233.2,2800,500,2260,0,108,78,-29.14,0
2019-09-25,GIPL,110,0,0,0,0,2,2,0.22,0
2019-09-25,GMR ENERG,1050,700,0,700,0,21,4,-16.29,0
2019-09-25,HEL,600,0,0,0,0,12,12,0.07,0
2019-09-25,HMEL,300,300,0,300,0,0,0,0,0
2019-09-25,IBPIL,350,350,0,350,0,0,0,0,0
2019-09-25,ICCL,0,0,0,0,0,0,1,0.7,0
2019-09-25,JITPL,1200,600,600,0,0,11,11,0.4,0
2019-09-25,K.B.U.N.L,610,110,0,110,0,8,7,-0.67,0
2019-09-25,LBPL,0,0,0,0,0,0,0,0,0
2019-09-25,MPL,1050,0,0,0,0,21,21,-0.04,0
2019-09-25,NALCO,0,0,0,0,0,0,0,-0.27,0
2019-09-25,NHPC,862,0,0,0,0,19,1,-17.77,0
2019-09-25,NPGCL,660,660,0,660,0,9,0,-9.16,0
2019-09-25,NTPC Ltd.,9930,2330,165,2165,0,177,135,-41.97,0
2019-09-25,SEL,1200,1200,0,1200,0,1,0,-1.37,0
2019-09-25,SEPL,97,48.5,0,0,0,2,2,0.19,0
2019-09-25,SKPPPL,96,0,0,0,0,2,2,0.37,0
2019-09-25,TATA PCL,240,0,0,0,0,4,3,-0.82,0
2019-09-25,Assam,428.2,77,0,66,0,4,5,0.93,0
2019-09-25,Manipur,36,0,0,0,0,0,0,0,0
2019-09-25,Meghalaya,322,0,0,0,0,4,5,0.95,0
2019-09-25,Tripura,169.5,69,0,0,0,1,1,0.34,0
2019-09-25,NEEPCO.,1427,54.5,0,0,0,32,28,-3.88,0
2019-09-25,NHPC,105,35,35,0,0,2,0,-2.08,0
2019-09-25,NTPC Ltd.,750,500,0,500,0,10,4,-6.55,0
2019-09-25,ONGC,726.6,0,0,0,0,13,14,1.69,0
2019-09-26,Delhi,2100.4,784.6,0,0,0,17,17,0.17,0
2019-09-26,Haryana,2720,1870,0,1870,0,29,17,-11.38,0
2019-09-26,Himachal Pradesh,777,115,0,0,0,11,11,-0.17,0
2019-09-26,Jammu and Kashmir,1285,360,0,0,0,15,20,5.36,0
2019-09-26,Punjab,2701,1373.5,33.5,1340,0,29,17,-11.85,0
2019-09-26,Rajasthan,7524.8,3258.3,460,2230,0,118,82,-35.68,0
2019-09-26,Uttarakhand,1252.15,474.25,150,96,0,17,15,-1.18,0
2019-09-26,Uttar Pradesh,5970.6,1128,404,724,0,97,73,-23.46,0
2019-09-26,ADHPL,192,96,0,96,0,2,2,-0.17,0
2019-09-26,AHPC (GVK),330,0,0,0,0,6,7,0.58,0
2019-09-26,APCPL,1500,1500,0,1500,0,21,0,-21.53,0
2019-09-26,APL,1320,660,0,660,0,22,14,-8.81,0
2019-09-26,BBMB,2920.3,174,108,0,0,34,47,12.92,0
2019-09-26,BEPL,450,450,0,450,0,0,0,0.39,0
2019-09-26,BIPL,0,0,0,0,0,0,0,0,0
2019-09-26,DAE,100,100,0,100,0,0,0,0,0
2019-09-26,E.P.P.L.,100,0,0,0,0,1,1,-0.05,0
2019-09-26,GBHPPL,70,0,0,0,0,0,1,0.27,0
2019-09-26,GIPL,225,0,0,0,0,0,0,-0.97,0
2019-09-26,GPGSL (GVK),540,0,0,0,0,7,7,0.27,0
2019-09-26,HBPCL,1300,0,0,0,0,21,21,-0.32,0
2019-09-26,HSPCL,0,0,0,0,0,0,0,0,0
2019-09-26,IAEPL,36,0,0,0,0,0,0,-0.09,0
2019-09-26,JhPL(HR),1320,0,0,0,0,20,20,-0.38,0
2019-09-26,JPPVL,400,0,0,0,0,6,10,3.87,0
2019-09-26,LAPPL,1200,0,0,0,0,24,16,-8.11,0
2019-09-26,LPGCL,1980,660,0,660,0,30,16,-13.63,0
2019-09-26,L&T,0,0,0,0,0,0,0,0,0
2019-09-26,MPCL,86,0,0,0,0,1,1,-0.13,0
2019-09-26,MUNPL,660,660,0,660,0,8,0,-8.86,0
2019-09-26,NHPC,4484.2,677,437,0,0,63,54,-9.59,0
2019-09-26,NLC,250,0,0,0,0,5,6,0.68,0
2019-09-26,NPCIL,1520,0,0,0,0,27,34,7.8,0
2019-09-26,NPL,1400,0,0,0,0,27,32,5.41,0
2019-09-26,NTPC Ltd.,11954.06,2014.95,310,490,0,165,183,18.19,0
2019-09-26,NTPGPL,0,0,0,0,0,0,0,0,0
2019-09-26,PPGCL (Jaypee),1980,660,0,660,0,25,17,-7.71,0
2019-09-26,RPSCL,1200,600,0,600,0,20,11,-8.4,0
2019-09-26,RWPL (JSW),1080,135,0,135,0,21,17,-4.29,0
2019-09-26,SJVNL,1912.02,500,0,0,0,32,35,2.84,0
2019-09-26,SrEPL,225,0,0,0,0,1,4,2.56,0
2019-09-26,THDC,1400,0,0,0,0,11,10,-0.51,0
2019-09-26,TPDDL,108,108,0,0,0,0,0,0,0
2019-09-26,TSPL,1980,0,0,0,0,33,30,-3.61,0
2019-09-26,Chhatisgarh,3200,620,120,500,0,49,48,-1.35,0
2019-09-26,Gujarat,8917.82,4911.72,0,3505.77,0,102,82,-20.24,0
2019-09-26,Madhya Pradesh,6115,4230,0,4230,0,96,38,-57.55,0
2019-09-26,Maharashtra,13408,6076,2200,3558,0,152,83,-68.7,0
2019-09-26,ACB,325,160,0,160,0,5,3,-2.07,0
2019-09-26,ACPL,0,0,0,0,0,0,0,0,0
2019-09-26,AMNEPL,246,246,0,246,0,0,0,0,0
2019-09-26,APL,7920,660,0,660,0,146,128,-17.43,0
2019-09-26,BALCO,600,0,0,0,0,8,11,3.22,0
2019-09-26,BLAPPL,90,45,0,45,0,0,0,0.79,0
2019-09-26,CGPL,4000,0,0,0,0,78,78,0.7,0
2019-09-26,CLPINDIA,655,655,0,0,0,0,0,0,0
2019-09-26,DBPCL,1200,600,0,600,0,20,12,-7.84,0
2019-09-26,DIPL,600,300,0,300,0,6,5,-0.03,0
2019-09-26,DLHP,34,0,0,0,0,0,0,0.34,0
2019-09-26,EPGL,1200,0,0,0,0,0,16,16.92,0
2019-09-26,ESSAR,515,515,0,295,0,0,0,0,0
2019-09-26,ESSARPMPL,1200,600,0,600,0,10,12,1.73,0
2019-09-26,GCEL,1370,685,0,685,0,0,12,12.08,0
2019-09-26,GEPL,120,120,0,120,0,0,0,0,0
2019-09-26,GIPCL,660,285,125,0,0,10,8,-2.13,0
2019-09-26,GMR ENERG,600,0,0,0,0,11,8,-2.93,0
2019-09-26,IEPL,270,270,0,270,0,0,0,0,0
2019-09-26,JHAPL,600,0,0,0,0,8,8,0.61,0
2019-09-26,JPL,3400,1950,0,1950,0,29,24,-4.53,0
2019-09-26,JPPVL,1820,0,0,0,0,25,30,4.47,0
2019-09-26,JSWEL,1200,0,0,0,0,21,20,-1.74,0
2019-09-26,KWPCL,600,600,0,600,0,0,0,0,0
2019-09-26,LANCO,600,0,0,0,0,10,9,-1.26,0
2019-09-26,LVTPL,0,0,0,0,0,0,0,0,0
2019-09-26,MBPMPL,1200,0,0,0,0,20,13,-6.73,0
2019-09-26,MCCPL,300,300,0,300,0,6,0,-6,0
2019-09-26,NHDC,1520,0,0,0,0,8,33,25.75,0
2019-09-26,NPCIL,1840,0,0,0,0,37,42,5.17,0
2019-09-26,NSPCL,500,0,0,0,0,10,6,-3.4,0
2019-09-26,NTPC Ltd.,16893.59,3085.49,500,1600,0,279,248,-31.33,0
2019-09-26,PGPL,388,388,0,0,0,0,0,0,0
2019-09-26,RATTANINDIA,1350,270,0,0,0,15,18,3.46,0
2019-09-26,RELIANCE,48,48,0,0,0,0,0,0,0
2019-09-26,RGPPL,1967.08,1303.54,0,0,0,12,10,-1.48,0
2019-09-26,RIL (DAHANU),500,0,0,0,0,10,10,-0.7,0
2019-09-26,RKMPPL,1440,1080,0,720,0,8,5,-2.57,0
2019-09-26,SCPL,100,50,50,0,0,1,0,-1.11,0
2019-09-26,SKS,600,0,0,0,0,5,10,5.09,0
2019-09-26,SMHPCL,0,0,0,0,0,0,0,0,0
2019-09-26,SPL,3960,660,0,660,0,87,79,-7.7,0
2019-09-26,SPPL,150,150,0,150,0,0,0,0,0
2019-09-26,STPL,1350,1350,0,1350,0,0,0,0,0
2019-09-26,SVPPL,63,0,0,0,0,0,1,1.29,0
2019-09-26,TATA MAH.,447,0,0,0,0,3,3,0.32,0
2019-09-26,TATA PCL,930,0,0,0,0,16,17,1.26,0
2019-09-26,TOR. POW. (SUGEN),1147.5,0,0,0,0,17,17,0.28,0
2019-09-26,TOR. POW. (UNOSUGEN),1944.5,1182.5,0,0,0,7,23,16.11,0
2019-09-26,TRNE,600,300,0,300,0,9,4,-5.18,0
2019-09-26,VESPL,35,35,0,35,0,0,0,0,0
2019-09-26,VIP,600,600,0,600,0,8,0,-8.2,0
2019-09-26,VVL,135,135,0,135,0,0,0,0,0
2019-09-26,WPCL,2340,1140,0,1140,0,28,16,-12.28,0
2019-09-26,Andhra Pradesh.,6855.4,1342.8,0,1230,0,91,75,-16.34,0
2019-09-26,Karnataka,8664.2,3769.4,52.8,3294,0,81,56,-25.35,0
2019-09-26,Kerala,2016.46,445,363,58,0,21,19,-2.22,0
2019-09-26,Puducherry,32.5,0,0,0,0,0,0,0.15,0
2019-09-26,Tamil Nadu,7012.28,1085,715,50,0,94,100,5.96,0
2019-09-26,Telangana,6988.1,1179.5,0,1062.5,0,112,118,5.95,0
2019-09-26,ABAN POWR,119.8,0,0,0,0,1,2,1.14,0
2019-09-26,APGPCL,272,100,0,0,0,2,2,0.41,0
2019-09-26,BELLARY,25.2,0,0,0,0,0,0,0,0
2019-09-26,BSES  AP,220,220,0,0,0,0,0,0,0
2019-09-26,BSES(C),174,174,0,0,0,0,0,0,0
2019-09-26,CEPL,1200,600,0,600,0,10,8,-2.09,0
2019-09-26,GAUTAMI,464,464,0,0,0,0,0,0,0
2019-09-26,GMR ENERG,220,220,0,0,0,0,0,0,0
2019-09-26,GREL,768,768,0,0,0,0,0,0,0
2019-09-26,GVKP&IL,220,220,0,0,0,0,0,0,0
2019-09-26,HNPC,1040,520,0,520,0,7,7,0.62,0
2019-09-26,IBPIL,300,300,0,300,0,0,0,0,0
2019-09-26,ITPCL,1200,0,0,0,0,17,24,6.26,0
2019-09-26,JSWEL,860,430,0,430,0,10,6,-3.43,0
2019-09-26,KONA,445,445,0,0,0,0,0,0,0
2019-09-26,KONDAPALI,1458,1458,0,0,0,5,0,-5.24,0
2019-09-26,LVS POWER,36.8,0,0,0,0,0,0,0,0
2019-09-26,MADURAI P,106,0,0,0,0,0,0,0,0
2019-09-26,MEL,300,300,0,300,0,0,0,0,0
2019-09-26,NLC,2890,670,420,250,0,54,41,-12.77,0
2019-09-26,NPCIL,3320,220,0,220,0,46,61,14.41,0
2019-09-26,NTECL,1500,500,500,0,0,15,13,-2.11,0
2019-09-26,NTPC Ltd.,7359.58,2159.58,200,1600,0,89,75,-13.29,0
2019-09-26,NTPL,1000,500,500,0,0,18,7,-10.51,0
2019-09-26,PENNA,52.8,0,0,0,0,0,1,0.2,0
2019-09-26,PPNPGCL,330.5,330.5,0,0,0,0,0,0,0
2019-09-26,SAMALPATI,105.7,0,0,0,0,0,0,0,0
2019-09-26,SEIL,2640,0,0,0,0,51,47,-3.21,0
2019-09-26,SEPL,600,600,0,600,0,0,0,0,0
2019-09-26,SPGL,208,47,0,0,0,3,2,-0.33,0
2019-09-26,ST-CMSECP,250,0,0,0,0,4,4,0.54,0
2019-09-26,UPCL,1200,1200,0,1200,0,19,3,-15.57,0
2019-09-26,VEMAGIRI,370,370,0,0,0,0,0,0,0
2019-09-26,Andaman & Nicobar Islands,40.05,0,0,0,0,0,0,-0.04,0
2019-09-26,Jharkhand,550,0,0,0,0,6,5,-0.89,0
2019-09-26,Odisha,3882.25,581.25,219,362.25,0,42,40,-2.15,0
2019-09-26,Sikkim,1200,0,0,0,0,23,26,2.54,0
2019-09-26,West Bengal,6466,2419,60,1840,0,78,63,-14.95,0
2019-09-26,ADHUNIK,540,0,0,0,0,9,9,0.22,0
2019-09-26,BRBCL,750,250,0,250,0,10,8,-1.95,0
2019-09-26,CESC,1125,375,0,375,0,17,17,0.19,0
2019-09-26,CPL,0,0,0,0,0,0,0,0,0
2019-09-26,DEPL,96,0,0,0,0,2,2,0.05,0
2019-09-26,DVC,7233.2,2800,500,2260,0,108,85,-22.49,0
2019-09-26,GIPL,110,0,0,0,0,2,2,0.09,0
2019-09-26,GMR ENERG,1050,700,0,700,0,21,4,-16.32,0
2019-09-26,HEL,600,0,0,0,0,12,12,-0.13,0
2019-09-26,HMEL,300,300,0,300,0,0,0,0,0
2019-09-26,IBPIL,350,350,0,350,0,0,0,0,0
2019-09-26,ICCL,0,0,0,0,0,0,1,0.69,0
2019-09-26,JITPL,1200,600,600,0,0,11,11,0.4,0
2019-09-26,K.B.U.N.L,610,110,0,110,0,8,6,-1.97,0
2019-09-26,LBPL,0,0,0,0,0,0,0,0,0
2019-09-26,MPL,1050,0,0,0,0,21,21,-0.04,0
2019-09-26,NALCO,0,0,0,0,0,0,0,-0.27,0
2019-09-26,NHPC,862,160,0,160,0,19,13,-6.09,0
2019-09-26,NPGCL,660,660,0,660,0,9,0,-9.16,0
2019-09-26,NTPC Ltd.,9930,2330,165,2165,0,181,121,-60.17,0
2019-09-26,SEL,1200,1200,0,1200,0,1,0,-1.37,0
2019-09-26,SEPL,97,48.5,0,0,0,2,2,0.18,0
2019-09-26,SKPPPL,96,0,0,0,0,2,2,0.37,0
2019-09-26,TATA PCL,240,0,0,0,0,4,3,-0.65,0
2019-09-26,Assam,428.2,77,0,66,0,4,5,0.68,0
2019-09-26,Manipur,36,0,0,0,0,0,0,0,0
2019-09-26,Meghalaya,322,0,0,0,0,4,5,0.95,0
2019-09-26,Tripura,169.5,48,0,0,0,1,2,0.64,0
2019-09-26,NEEPCO.,1427,88,0,0,0,32,26,-5.93,0
2019-09-26,NHPC,105,35,35,0,0,2,0,-2.07,0
2019-09-26,NTPC Ltd.,750,500,0,500,0,10,4,-5.8,0
2019-09-26,ONGC,726.6,0,0,0,0,13,14,1.86,0
2019-09-27,Delhi,2100.4,784.6,0,0,0,17,17,-0.33,0
2019-09-27,Haryana,2720,1870,0,1870,0,29,17,-11.86,0
2019-09-27,Himachal Pradesh,777,115,0,0,0,11,10,-0.85,0
2019-09-27,Jammu and Kashmir,1285,360,0,0,0,15,20,5.31,0
2019-09-27,Punjab,2701,1373.5,33.5,1340,0,29,14,-14.95,0
2019-09-27,Rajasthan,7524.8,3258.3,460,2230,0,118,83,-34.78,0
2019-09-27,Uttarakhand,1252.15,474.25,150,96,0,17,17,0.2,0
2019-09-27,Uttar Pradesh,5970.6,1733,404,724,0,97,62,-34.35,0
2019-09-27,ADHPL,192,96,0,96,0,2,2,-0.2,0
2019-09-27,AHPC (GVK),330,0,0,0,0,6,7,0.44,0
2019-09-27,APCPL,1500,1500,0,1500,0,21,0,-21.53,0
2019-09-27,APL,1320,660,0,660,0,22,6,-16.6,0
2019-09-27,BBMB,2920.3,174,108,0,0,34,45,10.67,0
2019-09-27,BEPL,450,405,0,405,0,0,0,0.52,0
2019-09-27,BIPL,0,0,0,0,0,0,0,0,0
2019-09-27,DAE,100,100,0,100,0,0,0,0,0
2019-09-27,E.P.P.L.,100,0,0,0,0,1,1,-0.2,0
2019-09-27,GBHPPL,70,0,0,0,0,0,1,0.15,0
2019-09-27,GIPL,225,0,0,0,0,0,0,-0.97,0
2019-09-27,GPGSL (GVK),540,540,0,540,0,7,2,-4.53,0
2019-09-27,HBPCL,1300,0,0,0,0,21,21,0.31,0
2019-09-27,HSPCL,0,0,0,0,0,0,0,0,0
2019-09-27,IAEPL,36,0,0,0,0,0,0,-0.11,0
2019-09-27,JhPL(HR),1320,660,0,660,0,20,16,-3.96,0
2019-09-27,JPPVL,400,0,0,0,0,6,10,3.86,0
2019-09-27,LAPPL,1200,0,0,0,0,24,16,-7.91,0
2019-09-27,LPGCL,1980,660,0,660,0,30,17,-12.63,0
2019-09-27,L&T,0,0,0,0,0,0,0,0,0
2019-09-27,MPCL,86,0,0,0,0,1,1,-0.01,0
2019-09-27,MUNPL,660,660,0,660,0,8,0,-8.86,0
2019-09-27,NHPC,4484.2,478,360,11,0,63,57,-6.23,0
2019-09-27,NLC,250,0,0,0,0,5,5,0.64,0
2019-09-27,NPCIL,1520,0,0,0,0,27,34,7.71,0
2019-09-27,NPL,1400,0,0,0,0,27,23,-3.91,0
2019-09-27,NTPC Ltd.,12614.06,2613.04,310,1330,0,165,180,15.29,0
2019-09-27,NTPGPL,0,0,0,0,0,0,0,0,0
2019-09-27,PPGCL (Jaypee),1980,660,0,660,0,25,17,-7.63,0
2019-09-27,RPSCL,1200,1200,0,1200,0,20,3,-16.96,0
2019-09-27,RWPL (JSW),1080,135,0,135,0,21,17,-3.5,0
2019-09-27,SJVNL,1912.02,500,0,0,0,32,36,4.66,0
2019-09-27,SrEPL,225,0,0,0,0,1,4,2.53,0
2019-09-27,THDC,1400,0,0,0,0,11,13,2.36,0
2019-09-27,TPDDL,108,108,0,0,0,0,0,0,0
2019-09-27,TSPL,1980,0,0,0,0,33,24,-9.14,0
2019-09-27,Chhatisgarh,3200,1330,120,1210,0,49,44,-5.28,0
2019-09-27,Gujarat,8917.82,5262.72,0,3856.77,0,102,73,-29.05,0
2019-09-27,Madhya Pradesh,6115,4440,0,4440,0,96,32,-63.59,0
2019-09-27,Maharashtra,13408,6201,2200,3683,0,152,92,-59.89,0
2019-09-27,ACB,325,160,0,160,0,5,3,-2.02,0
2019-09-27,ACPL,0,0,0,0,0,0,0,0,0
2019-09-27,AMNEPL,246,246,0,246,0,0,0,0,0
2019-09-27,APL,7920,660,0,660,0,146,122,-23.42,0
2019-09-27,BALCO,600,0,0,0,0,8,11,3.02,0
2019-09-27,BLAPPL,90,45,0,45,0,0,0,0.76,0
2019-09-27,CGPL,4000,0,0,0,0,78,80,2.27,0
2019-09-27,CLPINDIA,655,655,0,0,0,0,0,0,0
2019-09-27,DBPCL,1200,600,0,600,0,20,12,-7.92,0
2019-09-27,DIPL,600,300,0,300,0,6,5,-0.09,0
2019-09-27,DLHP,34,0,0,0,0,0,0,0.34,0
2019-09-27,EPGL,1200,0,0,0,0,0,16,16.36,0
2019-09-27,ESSAR,515,515,0,295,0,0,0,0,0
2019-09-27,ESSARPMPL,1200,600,0,600,0,10,10,-0.52,0
2019-09-27,GCEL,1370,685,0,685,0,0,11,11.23,0
2019-09-27,GEPL,120,120,0,120,0,0,0,0,0
2019-09-27,GIPCL,660,285,125,0,0,10,8,-2,0
2019-09-27,GMR ENERG,600,0,0,0,0,11,10,-1.24,0
2019-09-27,IEPL,270,270,0,270,0,0,0,0,0
2019-09-27,JHAPL,600,0,0,0,0,8,7,-0.55,0
2019-09-27,JPL,3400,1950,0,1950,0,29,24,-4.51,0
2019-09-27,JPPVL,1820,0,0,0,0,25,31,5.4,0
2019-09-27,JSWEL,1200,0,0,0,0,21,19,-2.45,0
2019-09-27,KWPCL,600,600,0,600,0,0,0,0,0
2019-09-27,LANCO,600,0,0,0,0,10,9,-1.21,0
2019-09-27,LVTPL,0,0,0,0,0,0,0,0,0
2019-09-27,MBPMPL,1200,0,0,0,0,20,13,-6.73,0
2019-09-27,MCCPL,300,300,0,300,0,6,0,-6,0
2019-09-27,NHDC,1520,0,0,0,0,8,32,23.86,0
2019-09-27,NPCIL,1840,0,0,0,0,37,41,4.72,0
2019-09-27,NSPCL,500,0,0,0,0,10,6,-3.43,0
2019-09-27,NTPC Ltd.,17553.59,2585.49,0,1600,0,279,251,-28.11,0
2019-09-27,PGPL,388,388,0,0,0,0,0,0,0
2019-09-27,RATTANINDIA,1350,270,0,0,0,15,18,3.63,0
2019-09-27,RELIANCE,48,48,0,0,0,0,0,0,0
2019-09-27,RGPPL,1967.08,1303.54,0,0,0,12,11,-1.13,0
2019-09-27,RIL (DAHANU),500,0,0,0,0,10,8,-2.09,0
2019-09-27,RKMPPL,1440,1080,0,720,0,8,5,-2.8,0
2019-09-27,SCPL,100,50,50,0,0,1,1,-0.72,0
2019-09-27,SKS,600,0,0,0,0,5,10,4.64,0
2019-09-27,SMHPCL,0,0,0,0,0,0,0,0,0
2019-09-27,SPL,3960,660,0,660,0,87,86,-0.73,0
2019-09-27,SPPL,150,150,0,150,0,0,0,0,0
2019-09-27,STPL,1350,1350,0,1350,0,0,0,0,0
2019-09-27,SVPPL,63,0,0,0,0,0,0,0.9,0
2019-09-27,TATA MAH.,447,0,0,0,0,3,3,0.11,0
2019-09-27,TATA PCL,930,0,0,0,0,16,16,0.18,0
2019-09-27,TOR. POW. (SUGEN),1147.5,0,0,0,0,17,17,-0.05,0
